C24,C64,t0,c6,pos,injected,scenario_id,k,expected_sigma,recipe_normal
SIM_CH_1,C64_13300_CH_1,1546175670.9,C6_0,303,False,,-1,0.0,True
SIM_CH_1,C64_13304_CH_1,1546176136.1,C6_0,304,False,,-1,0.0,True
SIM_CH_1,C64_13309_CH_1,1546176715.3,C6_0,305,False,,-1,0.0,True
SIM_CH_1,C64_13289_CH_1,1546177345.6,C6_0,306,False,,-1,0.0,True
SIM_CH_1,C64_13296_CH_1,1546178134.9,C6_0,307,False,,-1,0.0,True
SIM_CH_1,C64_13266_CH_1,1546179710.5,C6_0,308,False,,-1,0.0,True
SIM_CH_1,C64_13272_CH_1,1546180406.7,C6_0,309,False,,-1,0.0,True
SIM_CH_1,C64_13234_CH_1,1546181385.1,C6_0,310,False,,-1,0.0,True
SIM_CH_1,C64_13974_CH_1,1546184122.2,C6_0,311,False,,-1,0.0,True
SIM_CH_1,C64_13978_CH_1,1546184908.6,C6_0,312,False,,-1,0.0,True
SIM_CH_1,C64_13968_CH_1,1546185136.7,C6_0,313,False,,-1,0.0,True
SIM_CH_1,C64_13937_CH_1,1546187198.6,C6_0,314,False,,-1,0.0,True
SIM_CH_1,C64_13932_CH_1,1546187873.6,C6_0,315,False,,-1,0.0,True
SIM_CH_1,C64_13926_CH_1,1546194094.9,C6_0,316,False,,-1,0.0,True
SIM_CH_1,C64_13922_CH_1,1546194785.2,C6_0,317,False,,-1,0.0,True
SIM_CH_1,C64_13907_CH_1,1546200484.5,C6_0,318,False,,-1,0.0,True
SIM_CH_1,C64_13912_CH_1,1546200712.6,C6_0,319,False,,-1,0.0,True
SIM_CH_1,C64_13916_CH_1,1546201162.8,C6_0,320,False,,-1,0.0,True
SIM_CH_1,C64_13885_CH_1,1546201904.1,C6_0,321,False,,-1,0.0,True
SIM_CH_1,C64_13889_CH_1,1546202135.2,C6_0,322,False,,-1,0.0,True
SIM_CH_1,C64_13881_CH_1,1546202714.3,C6_0,323,False,,-1,0.0,True
SIM_CH_1,C64_13861_CH_1,1546204644.1,C6_0,324,False,,-1,0.0,True
SIM_CH_1,C64_13865_CH_1,1546205340.5,C6_0,325,False,,-1,0.0,True
SIM_CH_1,C64_13857_CH_1,1546205457.6,C6_0,326,False,,-1,0.0,True
SIM_CH_1,C64_13823_CH_1,1546207498.4,C6_0,327,False,,-1,0.0,True
SIM_CH_1,C64_13829_CH_1,1546208659.8,C6_0,328,False,,-1,0.0,True
SIM_CH_1,C64_13806_CH_1,1546211138.8,C6_0,329,False,,-1,0.0,True
SIM_CH_1,C64_13811_CH_1,1546211246.8,C6_0,330,False,,-1,0.0,True
SIM_CH_1,C64_13816_CH_1,1546212267.2,C6_0,331,False,,-1,0.0,True
SIM_CH_1,C64_13788_CH_1,1546216400.1,C6_0,332,False,,-1,0.0,True
SIM_CH_1,C64_13784_CH_1,1546216511.1,C6_0,333,False,,-1,0.0,True
SIM_CH_1,C64_13749_CH_1,1546229249.7,C6_1,334,False,,-1,0.0,False
SIM_CH_1,C64_13755_CH_1,1546229813.9,C6_1,335,False,,-1,0.0,False
SIM_CH_1,C64_13740_CH_1,1546239840.3,C6_1,336,False,,-1,0.0,False
SIM_CH_1,C64_13736_CH_1,1546240404.4,C6_1,337,False,,-1,0.0,False
SIM_CH_1,C64_13744_CH_1,1546240629.5,C6_1,338,False,,-1,0.0,False
SIM_CH_1,C64_13699_CH_1,1546244150.2,C6_1,339,False,,-1,0.0,False
SIM_CH_1,C64_13707_CH_1,1546244714.3,C6_1,340,False,,-1,0.0,False
SIM_CH_1,C64_13693_CH_1,1546245695.5,C6_1,341,False,,-1,0.0,False
SIM_CH_1,C64_13687_CH_1,1546245812.6,C6_1,342,False,,-1,0.0,False
SIM_CH_1,C64_14249_CH_1,1546272134.3,C6_1,343,False,,-1,0.0,False
SIM_CH_1,C64_14244_CH_1,1546272365.3,C6_1,344,False,,-1,0.0,False
SIM_CH_1,C64_14254_CH_1,1546272944.6,C6_1,345,False,,-1,0.0,False
SIM_CH_1,C64_14225_CH_1,1546273806.2,C6_1,346,False,,-1,0.0,False
SIM_CH_1,C64_14218_CH_1,1546274370.2,C6_1,347,False,,-1,0.0,False
SIM_CH_1,C64_14199_CH_1,1546277491.4,C6_1,348,False,,-1,0.0,False
SIM_CH_1,C64_14177_CH_1,1546282583.9,C6_1,349,False,,-1,0.0,False
SIM_CH_1,C64_14172_CH_1,1546283607.4,C6_1,350,False,,-1,0.0,False
SIM_CH_1,C64_14181_CH_1,1546283718.4,C6_1,351,False,,-1,0.0,False
SIM_CH_1,C64_14138_CH_1,1546284228.6,C6_1,352,False,,-1,0.0,False
SIM_CH_1,C64_14143_CH_1,1546285270.1,C6_1,353,False,,-1,0.0,False
SIM_CH_1,C64_14122_CH_1,1546302071.9,C6_1,354,False,,-1,0.0,False
SIM_CH_1,C64_14126_CH_1,1546302537.1,C6_1,355,False,,-1,0.0,False
SIM_CH_1,C64_14130_CH_1,1546302999.3,C6_1,356,False,,-1,0.0,False
SIM_CH_1,C64_14104_CH_1,1546314214.3,C6_0,357,False,,-1,0.0,True
SIM_CH_1,C64_14097_CH_1,1546314778.5,C6_0,358,False,,-1,0.0,True
SIM_CH_1,C64_14061_CH_1,1546315528.8,C6_0,359,False,,-1,0.0,True
SIM_CH_1,C64_14068_CH_1,1546315991.1,C6_0,360,False,,-1,0.0,True
SIM_CH_1,C64_14038_CH_1,1546317080.6,C6_0,361,False,,-1,0.0,True
SIM_CH_1,C64_14044_CH_1,1546317641.7,C6_0,362,False,,-1,0.0,True
SIM_CH_1,C64_14034_CH_1,1546317755.8,C6_0,363,False,,-1,0.0,True
SIM_CH_1,C64_14016_CH_1,1546331797.1,C6_0,364,False,,-1,0.0,True
SIM_CH_1,C64_14011_CH_1,1546331908.1,C6_0,365,False,,-1,0.0,True
SIM_CH_1,C64_13985_CH_1,1546352497.6,C6_0,366,False,,-1,0.0,True
SIM_CH_1,C64_13990_CH_1,1546353175.8,C6_0,367,False,,-1,0.0,True
SIM_CH_1,C64_13994_CH_1,1546353626.3,C6_0,368,False,,-1,0.0,True
SIM_CH_1,C64_14524_CH_1,1546355513.5,C6_0,369,False,,-1,0.0,True
SIM_CH_1,C64_14520_CH_1,1546356098.8,C6_0,370,False,,-1,0.0,True
SIM_CH_1,C64_14516_CH_1,1546356678.8,C6_0,371,False,,-1,0.0,True
SIM_CH_1,C64_14483_CH_1,1546360381.6,C6_0,372,False,,-1,0.0,True
SIM_CH_1,C64_14477_CH_1,1546361059.9,C6_0,373,False,,-1,0.0,True
SIM_CH_1,C64_14471_CH_1,1546361798.2,C6_0,374,False,,-1,0.0,True
SIM_CH_1,C64_14467_CH_1,1546362494.5,C6_0,375,False,,-1,0.0,True
SIM_CH_1,C64_14427_CH_1,1546365976.1,C6_0,376,False,,-1,0.0,True
SIM_CH_1,C64_14432_CH_1,1546366201.3,C6_0,377,False,,-1,0.0,True
SIM_CH_1,C64_14437_CH_1,1546367104.7,C6_0,378,False,,-1,0.0,True
SIM_CH_1,C64_14411_CH_1,1546372474.2,C6_0,379,False,,-1,0.0,True
SIM_CH_1,C64_14406_CH_1,1546372813.3,C6_0,380,False,,-1,0.0,True
SIM_CH_1,C64_14398_CH_1,1546374833.1,C6_0,381,False,,-1,0.0,True
SIM_CH_1,C64_14392_CH_1,1546374950.2,C6_0,382,False,,-1,0.0,True
SIM_CH_1,C64_14369_CH_1,1546424036.3,C6_0,383,False,,-1,0.0,True
SIM_CH_1,C64_14373_CH_1,1546424489.4,C6_0,384,False,,-1,0.0,True
SIM_CH_1,C64_14333_CH_1,1546426344.3,C6_0,385,False,,-1,0.0,True
SIM_CH_1,C64_14339_CH_1,1546427139.7,C6_0,386,False,,-1,0.0,True
SIM_CH_1,C64_14317_CH_1,1546427400.8,C6_0,387,False,,-1,0.0,True
SIM_CH_1,C64_14322_CH_1,1546427881.1,C6_0,388,False,,-1,0.0,True
SIM_CH_1,C64_14301_CH_1,1546429772.3,C6_0,389,False,,-1,0.0,True
SIM_CH_1,C64_14295_CH_1,1546430225.2,C6_0,390,False,,-1,0.0,True
SIM_CH_1,C64_14258_CH_1,1546430510.3,C6_0,391,False,,-1,0.0,True
SIM_CH_1,C64_14266_CH_1,1546431437.8,C6_0,392,False,,-1,0.0,True
SIM_CH_1,C64_14703_CH_1,1546450181.6,C6_0,393,False,,-1,0.0,True
SIM_CH_1,C64_14711_CH_1,1546450727.8,C6_0,394,False,,-1,0.0,True
SIM_CH_1,C64_14699_CH_1,1546464383.1,C6_0,395,False,,-1,0.0,True
SIM_CH_1,C64_14691_CH_1,1546464500.1,C6_0,396,False,,-1,0.0,True
SIM_CH_1,C64_14664_CH_1,1546489639.6,C6_0,397,False,,-1,0.0,True
SIM_CH_1,C64_14668_CH_1,1546489756.7,C6_0,398,False,,-1,0.0,True
SIM_CH_1,C64_14673_CH_1,1546490570.1,C6_0,399,False,,-1,0.0,True
SIM_CH_1,C64_14645_CH_1,1546493061.8,C6_0,400,False,,-1,0.0,True
SIM_CH_1,C64_14610_CH_1,1546494952.3,C6_0,401,False,,-1,0.0,True
SIM_CH_1,C64_14603_CH_1,1546495741.3,C6_0,402,False,,-1,0.0,True
SIM_CH_1,C64_14614_CH_1,1546495885.4,C6_0,403,False,,-1,0.0,True
SIM_CH_1,C64_14598_CH_1,1546496599.7,C6_0,404,False,,-1,0.0,True
SIM_CH_1,C64_14593_CH_1,1546496716.7,C6_0,405,False,,-1,0.0,True
SIM_CH_1,C64_14565_CH_1,1546523275.3,C6_0,406,False,,-1,0.0,True
SIM_CH_1,C64_14569_CH_1,1546523503.4,C6_0,407,False,,-1,0.0,True
SIM_CH_1,C64_14574_CH_1,1546524082.6,C6_0,408,False,,-1,0.0,True
SIM_CH_1,C64_14542_CH_1,1546526204.3,C6_0,409,False,,-1,0.0,True
SIM_CH_1,C64_14546_CH_1,1546526783.6,C6_0,410,False,,-1,0.0,True
SIM_CH_1,C64_15171_CH_1,1546528101.1,C6_0,411,False,,-1,0.0,True
SIM_CH_1,C64_15176_CH_1,1546528551.4,C6_0,412,False,,-1,0.0,True
SIM_CH_1,C64_15142_CH_1,1546529049.5,C6_0,413,False,,-1,0.0,True
SIM_CH_1,C64_15147_CH_1,1546529409.7,C6_0,414,False,,-1,0.0,True
SIM_CH_1,C64_15151_CH_1,1546529991.8,C6_0,415,False,,-1,0.0,True
SIM_CH_1,C64_15125_CH_1,1546530961.3,C6_0,416,False,,-1,0.0,True
SIM_CH_1,C64_15120_CH_1,1546531525.6,C6_0,417,False,,-1,0.0,True
SIM_CH_1,C64_15101_CH_1,1546532615.5,C6_0,418,False,,-1,0.0,True
SIM_CH_1,C64_15095_CH_1,1546533539.5,C6_0,419,False,,-1,0.0,True
SIM_CH_1,C64_15084_CH_1,1546534736.8,C6_0,420,False,,-1,0.0,True
SIM_CH_1,C64_15090_CH_1,1546534847.9,C6_0,421,False,,-1,0.0,True
SIM_CH_1,C64_15045_CH_1,1546536033.4,C6_0,422,False,,-1,0.0,True
SIM_CH_1,C64_15050_CH_1,1546536843.7,C6_0,423,False,,-1,0.0,True
SIM_CH_1,C64_15022_CH_1,1546538155.3,C6_0,424,False,,-1,0.0,True
SIM_CH_1,C64_15029_CH_1,1546538605.6,C6_0,425,False,,-1,0.0,True
SIM_CH_1,C64_14998_CH_1,1546539337.8,C6_0,426,False,,-1,0.0,True
SIM_CH_1,C64_15004_CH_1,1546539920.2,C6_0,427,False,,-1,0.0,True
SIM_CH_1,C64_14990_CH_1,1546541675.8,C6_0,428,False,,-1,0.0,True
SIM_CH_1,C64_14983_CH_1,1546542252.1,C6_0,429,False,,-1,0.0,True
SIM_CH_1,C64_14966_CH_1,1546565365.4,C6_0,430,False,,-1,0.0,True
SIM_CH_1,C64_14928_CH_1,1546567027.8,C6_0,431,False,,-1,0.0,True
SIM_CH_1,C64_14922_CH_1,1546567141.8,C6_0,432,False,,-1,0.0,True
SIM_CH_1,C64_14901_CH_1,1546567871.2,C6_0,433,False,,-1,0.0,True
SIM_CH_1,C64_14895_CH_1,1546568918.7,C6_0,434,False,,-1,0.0,True
SIM_CH_1,C64_14905_CH_1,1546569032.7,C6_0,435,False,,-1,0.0,True
SIM_CH_1,C64_14873_CH_1,1546569999.2,C6_0,436,False,,-1,0.0,True
SIM_CH_1,C64_14878_CH_1,1546570113.2,C6_0,437,False,,-1,0.0,True
SIM_CH_1,C64_14863_CH_1,1546572742.3,C6_0,438,False,,-1,0.0,True
SIM_CH_1,C64_14867_CH_1,1546572856.3,C6_0,439,False,,-1,0.0,True
SIM_CH_1,C64_14859_CH_1,1546573534.7,C6_0,440,False,,-1,0.0,True
SIM_CH_1,C64_14841_CH_1,1546575491.6,C6_0,441,False,,-1,0.0,True
SIM_CH_1,C64_14837_CH_1,1546576055.8,C6_0,442,False,,-1,0.0,True
SIM_CH_1,C64_14803_CH_1,1546576902.2,C6_0,443,False,,-1,0.0,True
SIM_CH_1,C64_14798_CH_1,1546577712.5,C6_0,444,False,,-1,0.0,True
SIM_CH_1,C64_14807_CH_1,1546577829.6,C6_0,445,False,,-1,0.0,True
SIM_CH_1,C64_14776_CH_1,1546584282.2,C6_0,446,False,,-1,0.0,True
SIM_CH_1,C64_14781_CH_1,1546584960.5,C6_0,447,False,,-1,0.0,True
SIM_CH_1,C64_14751_CH_1,1546586152.1,C6_0,448,False,,-1,0.0,True
SIM_CH_1,C64_14756_CH_1,1546586500.2,C6_0,449,False,,-1,0.0,True
SIM_CH_1,C64_14745_CH_1,1546587700.7,C6_0,450,False,,-1,0.0,True
SIM_CH_1,C64_14740_CH_1,1546587811.8,C6_0,451,False,,-1,0.0,True
SIM_CH_1,C64_15603_CH_1,1546640531.2,C6_0,452,False,,-1,0.0,True
SIM_CH_1,C64_15611_CH_1,1546641458.7,C6_0,453,False,,-1,0.0,True
SIM_CH_1,C64_15562_CH_1,1546641614.7,C6_0,454,False,,-1,0.0,True
SIM_CH_1,C64_15567_CH_1,1546642197.6,C6_0,455,False,,-1,0.0,True
SIM_CH_1,C64_15573_CH_1,1546642647.2,C6_0,456,False,,-1,0.0,True
SIM_CH_1,C64_15556_CH_1,1546643268.4,C6_0,457,False,,-1,0.0,True
SIM_CH_1,C64_15552_CH_1,1546644426.9,C6_0,458,False,,-1,0.0,True
SIM_CH_1,C64_15517_CH_1,1546644826.8,C6_0,459,False,,-1,0.0,True
SIM_CH_1,C64_15523_CH_1,1546645615.5,C6_0,460,False,,-1,0.0,True
SIM_CH_1,C64_15506_CH_1,1546646581.6,C6_0,461,False,,-1,0.0,True
SIM_CH_1,C64_15511_CH_1,1546647277.9,C6_0,462,False,,-1,0.0,True
SIM_CH_1,C64_15468_CH_1,1546648019.1,C6_0,463,False,,-1,0.0,True
SIM_CH_1,C64_15473_CH_1,1546648244.2,C6_0,464,False,,-1,0.0,True
SIM_CH_1,C64_15464_CH_1,1546648808.4,C6_0,465,False,,-1,0.0,True
SIM_CH_1,C64_15451_CH_1,1546652163.5,C6_0,466,False,,-1,0.0,True
SIM_CH_1,C64_15455_CH_1,1546652391.6,C6_0,467,False,,-1,0.0,True
SIM_CH_1,C64_15460_CH_1,1546653088.1,C6_0,468,False,,-1,0.0,True
SIM_CH_1,C64_15419_CH_1,1546656677.2,C6_0,469,False,,-1,0.0,True
SIM_CH_1,C64_15415_CH_1,1546657358.5,C6_0,470,False,,-1,0.0,True
SIM_CH_1,C64_15392_CH_1,1546657976.7,C6_0,471,False,,-1,0.0,True
SIM_CH_1,C64_15396_CH_1,1546658555.9,C6_0,472,False,,-1,0.0,True
SIM_CH_1,C64_15364_CH_1,1546660329.7,C6_0,473,False,,-1,0.0,True
SIM_CH_1,C64_15374_CH_1,1546660668.9,C6_0,474,False,,-1,0.0,True
SIM_CH_1,C64_15359_CH_1,1546661296.1,C6_0,475,False,,-1,0.0,True
SIM_CH_1,C64_15355_CH_1,1546661410.2,C6_0,476,False,,-1,0.0,True
SIM_CH_1,C64_15283_CH_1,1546665903.2,C6_0,477,False,,-1,0.0,True
SIM_CH_1,C64_15279_CH_1,1546666467.5,C6_0,478,False,,-1,0.0,True
SIM_CH_1,C64_15287_CH_1,1546666806.5,C6_0,479,False,,-1,0.0,True
SIM_CH_1,C64_15257_CH_1,1546667313.7,C6_0,480,False,,-1,0.0,True
SIM_CH_1,C64_15261_CH_1,1546668010.9,C6_0,481,False,,-1,0.0,True
SIM_CH_1,C64_15219_CH_1,1546668871.4,C6_0,482,False,,-1,0.0,True
SIM_CH_1,C64_15224_CH_1,1546669774.8,C6_0,483,False,,-1,0.0,True
SIM_CH_1,C64_15203_CH_1,1546670873.2,C6_0,484,False,,-1,0.0,True
SIM_CH_1,C64_15207_CH_1,1546670990.2,C6_0,485,False,,-1,0.0,True
SIM_CH_1,C64_15211_CH_1,1546671569.5,C6_0,486,False,,-1,0.0,True
SIM_CH_1,C64_15736_CH_1,1546757503.6,C6_0,487,False,,-1,0.0,True
SIM_CH_1,C64_15741_CH_1,1546757749.7,C6_0,488,False,,-1,0.0,True
SIM_CH_1,C64_15731_CH_1,1546759196.4,C6_0,489,False,,-1,0.0,True
SIM_CH_1,C64_15727_CH_1,1546759760.8,C6_0,490,False,,-1,0.0,True
SIM_CH_1,C64_15701_CH_1,1546760835.2,C6_0,491,False,,-1,0.0,True
SIM_CH_1,C64_15707_CH_1,1546761417.5,C6_0,492,False,,-1,0.0,True
SIM_CH_1,C64_15680_CH_1,1546778212.4,C6_0,493,False,,-1,0.0,True
SIM_CH_1,C64_15686_CH_1,1546778890.3,C6_0,494,False,,-1,0.0,True
SIM_CH_1,C64_15640_CH_1,1546779403.4,C6_0,495,False,,-1,0.0,True
SIM_CH_1,C64_15644_CH_1,1546779868.6,C6_0,496,False,,-1,0.0,True
SIM_CH_1,C64_15649_CH_1,1546780477.9,C6_0,497,False,,-1,0.0,True
SIM_CH_1,C64_15615_CH_1,1546785346.2,C6_0,498,False,,-1,0.0,True
SIM_CH_1,C64_15620_CH_1,1546785925.4,C6_0,499,False,,-1,0.0,True
SIM_CH_1,C64_15624_CH_1,1546786420.6,C6_0,500,False,,-1,0.0,True
SIM_CH_2,C64_9730_CH_2,1545620034.1,C6_0,1,False,,-1,0.0,True
SIM_CH_2,C64_9735_CH_2,1545620493.3,C6_0,2,False,,-1,0.0,True
SIM_CH_2,C64_9666_CH_2,1545624548.5,C6_0,3,False,,-1,0.0,True
SIM_CH_2,C64_9671_CH_2,1545624776.1,C6_0,4,False,,-1,0.0,True
SIM_CH_2,C64_9675_CH_2,1545625112.2,C6_0,5,False,,-1,0.0,True
SIM_CH_2,C64_9648_CH_2,1545627837.4,C6_0,6,False,,-1,0.0,True
SIM_CH_2,C64_9612_CH_2,1545630349.2,C6_0,7,False,,-1,0.0,True
SIM_CH_2,C64_9608_CH_2,1545630799.1,C6_0,8,False,,-1,0.0,True
SIM_CH_2,C64_9616_CH_2,1545631168.3,C6_0,9,False,,-1,0.0,True
SIM_CH_2,C64_9584_CH_2,1545631534.4,C6_0,10,False,,-1,0.0,True
SIM_CH_2,C64_9588_CH_2,1545631996.6,C6_0,11,False,,-1,0.0,True
SIM_CH_2,C64_9529_CH_2,1545640811.6,C6_0,12,False,,-1,0.0,True
SIM_CH_2,C64_9533_CH_2,1545641030.1,C6_0,13,False,,-1,0.0,True
SIM_CH_2,C64_9540_CH_2,1545641672.3,C6_0,14,False,,-1,0.0,True
SIM_CH_2,C64_9487_CH_2,1545648347.8,C6_0,15,False,,-1,0.0,True
SIM_CH_2,C64_9472_CH_2,1545648863.2,C6_0,16,False,,-1,0.0,True
SIM_CH_2,C64_9476_CH_2,1545649325.4,C6_0,17,False,,-1,0.0,True
SIM_CH_2,C64_9480_CH_2,1545649787.6,C6_0,18,False,,-1,0.0,True
SIM_CH_2,C64_9432_CH_2,1545653019.9,C6_0,19,False,,-1,0.0,True
SIM_CH_2,C64_9437_CH_2,1545653599.1,C6_0,20,False,,-1,0.0,True
SIM_CH_2,C64_9443_CH_2,1545654274.4,C6_0,21,False,,-1,0.0,True
SIM_CH_2,C64_9421_CH_2,1545657632.9,C6_0,22,False,,-1,0.0,True
SIM_CH_2,C64_9428_CH_2,1545658443.2,C6_0,23,False,,-1,0.0,True
SIM_CH_2,C64_10731_CH_2,1545673343.5,C6_0,24,False,,-1,0.0,True
SIM_CH_2,C64_10726_CH_2,1545673907.7,C6_0,25,False,,-1,0.0,True
SIM_CH_2,C64_10704_CH_2,1545675714.3,C6_0,26,False,,-1,0.0,True
SIM_CH_2,C64_10677_CH_2,1545676683.8,C6_0,27,False,,-1,0.0,True
SIM_CH_2,C64_10681_CH_2,1545676797.8,C6_0,28,False,,-1,0.0,True
SIM_CH_2,C64_10609_CH_2,1545687665.8,C6_0,29,False,,-1,0.0,True
SIM_CH_2,C64_10604_CH_2,1545688517.5,C6_0,30,False,,-1,0.0,True
SIM_CH_2,C64_10570_CH_2,1545690273.4,C6_0,31,False,,-1,0.0,True
SIM_CH_2,C64_10536_CH_2,1545694195.6,C6_0,32,False,,-1,0.0,True
SIM_CH_2,C64_10530_CH_2,1545694420.8,C6_0,33,False,,-1,0.0,True
SIM_CH_2,C64_10540_CH_2,1545695015.8,C6_0,34,False,,-1,0.0,True
SIM_CH_2,C64_10521_CH_2,1545695729.3,C6_0,35,False,,-1,0.0,True
SIM_CH_2,C64_10526_CH_2,1545696077.3,C6_0,36,False,,-1,0.0,True
SIM_CH_2,C64_10489_CH_2,1545697719.4,C6_0,37,False,,-1,0.0,True
SIM_CH_2,C64_10425_CH_2,1545703448.3,C6_0,38,False,,-1,0.0,True
SIM_CH_2,C64_10429_CH_2,1545703910.5,C6_0,39,False,,-1,0.0,True
SIM_CH_2,C64_10402_CH_2,1545704888.9,C6_0,40,False,,-1,0.0,True
SIM_CH_2,C64_10408_CH_2,1545705678.3,C6_0,41,False,,-1,0.0,True
SIM_CH_2,C64_10382_CH_2,1545706527.6,C6_0,42,False,,-1,0.0,True
SIM_CH_2,C64_10386_CH_2,1545707338.1,C6_0,43,False,,-1,0.0,True
SIM_CH_2,C64_10365_CH_2,1545707737.3,C6_0,44,False,,-1,0.0,True
SIM_CH_2,C64_10371_CH_2,1545708187.5,C6_0,45,False,,-1,0.0,True
SIM_CH_2,C64_10376_CH_2,1545708862.9,C6_0,46,False,,-1,0.0,True
SIM_CH_2,C64_10331_CH_2,1545709382.1,C6_0,47,False,,-1,0.0,True
SIM_CH_2,C64_10305_CH_2,1545710819.8,C6_0,48,False,,-1,0.0,True
SIM_CH_2,C64_10310_CH_2,1545711384.7,C6_0,49,False,,-1,0.0,True
SIM_CH_2,C64_10280_CH_2,1545711984.3,C6_0,50,False,,-1,0.0,True
SIM_CH_2,C64_10288_CH_2,1545712464.5,C6_0,51,False,,-1,0.0,True
SIM_CH_2,C64_10276_CH_2,1545714010.3,C6_0,52,False,,-1,0.0,True
SIM_CH_2,C64_10271_CH_2,1545714574.5,C6_0,53,False,,-1,0.0,True
SIM_CH_2,C64_10247_CH_2,1545716633.4,C6_0,54,False,,-1,0.0,True
SIM_CH_2,C64_10254_CH_2,1545717422.8,C6_0,55,False,,-1,0.0,True
SIM_CH_2,C64_10225_CH_2,1545718272.1,C6_0,56,False,,-1,0.0,True
SIM_CH_2,C64_10230_CH_2,1545718851.2,C6_0,57,False,,-1,0.0,True
SIM_CH_2,C64_10173_CH_2,1545735823.7,C6_0,58,False,,-1,0.0,True
SIM_CH_2,C64_10179_CH_2,1545736531.4,C6_0,59,False,,-1,0.0,True
SIM_CH_2,C64_10184_CH_2,1545737110.7,C6_0,60,False,,-1,0.0,True
SIM_CH_2,C64_10149_CH_2,1545741954.5,C6_0,61,False,,-1,0.0,True
SIM_CH_2,C64_10156_CH_2,1545742767.8,C6_0,62,False,,-1,0.0,True
SIM_CH_2,C64_11822_CH_2,1545753143.7,C6_0,63,False,,-1,0.0,True
SIM_CH_2,C64_11828_CH_2,1545753596.1,C6_0,64,False,,-1,0.0,True
SIM_CH_2,C64_11806_CH_2,1545754328.4,C6_0,65,False,,-1,0.0,True
SIM_CH_2,C64_11812_CH_2,1545754562.5,C6_0,66,False,,-1,0.0,True
SIM_CH_2,C64_11816_CH_2,1545755141.7,C6_0,67,False,,-1,0.0,True
SIM_CH_2,C64_11775_CH_2,1545755769.4,C6_0,68,False,,-1,0.0,True
SIM_CH_2,C64_11771_CH_2,1545756222.2,C6_0,69,False,,-1,0.0,True
SIM_CH_2,C64_11761_CH_2,1545757410.8,C6_0,70,False,,-1,0.0,True
SIM_CH_2,C64_11766_CH_2,1545758107.1,C6_0,71,False,,-1,0.0,True
SIM_CH_2,C64_11719_CH_2,1545758623.3,C6_0,72,False,,-1,0.0,True
SIM_CH_2,C64_11723_CH_2,1545758962.5,C6_0,73,False,,-1,0.0,True
SIM_CH_2,C64_11727_CH_2,1545759076.6,C6_0,74,False,,-1,0.0,True
SIM_CH_2,C64_11731_CH_2,1545759637.8,C6_0,75,False,,-1,0.0,True
SIM_CH_2,C64_11715_CH_2,1545760379.1,C6_0,76,False,,-1,0.0,True
SIM_CH_2,C64_11710_CH_2,1545761075.5,C6_0,77,False,,-1,0.0,True
SIM_CH_2,C64_11685_CH_2,1545763407.4,C6_0,78,False,,-1,0.0,True
SIM_CH_2,C64_11693_CH_2,1545763743.1,C6_0,79,False,,-1,0.0,True
SIM_CH_2,C64_11667_CH_2,1545764952.6,C6_0,80,False,,-1,0.0,True
SIM_CH_2,C64_11658_CH_2,1545765069.7,C6_0,81,False,,-1,0.0,True
SIM_CH_2,C64_11629_CH_2,1545766375.2,C6_0,82,False,,-1,0.0,True
SIM_CH_2,C64_11621_CH_2,1545766486.3,C6_0,83,False,,-1,0.0,True
SIM_CH_2,C64_11595_CH_2,1545766993.5,C6_0,84,False,,-1,0.0,True
SIM_CH_2,C64_11599_CH_2,1545767458.7,C6_0,85,False,,-1,0.0,True
SIM_CH_2,C64_11604_CH_2,1545767572.8,C6_0,86,False,,-1,0.0,True
SIM_CH_2,C64_11590_CH_2,1545769004.4,C6_0,87,False,,-1,0.0,True
SIM_CH_2,C64_11584_CH_2,1545769457.6,C6_0,88,False,,-1,0.0,True
SIM_CH_2,C64_11545_CH_2,1545769832.7,C6_0,89,False,,-1,0.0,True
SIM_CH_2,C64_11553_CH_2,1545769961.7,C6_0,90,False,,-1,0.0,True
SIM_CH_2,C64_11549_CH_2,1545770658.1,C6_0,91,False,,-1,0.0,True
SIM_CH_2,C64_11527_CH_2,1545771396.4,C6_0,92,False,,-1,0.0,True
SIM_CH_2,C64_11521_CH_2,1545772539.9,C6_0,93,False,,-1,0.0,True
SIM_CH_2,C64_11504_CH_2,1545773275.3,C6_0,94,False,,-1,0.0,True
SIM_CH_2,C64_11500_CH_2,1545773623.4,C6_0,95,False,,-1,0.0,True
SIM_CH_2,C64_11485_CH_2,1545774598.9,C6_0,96,False,,-1,0.0,True
SIM_CH_2,C64_11490_CH_2,1545775388.4,C6_0,97,False,,-1,0.0,True
SIM_CH_2,C64_11495_CH_2,1545775613.5,C6_0,98,False,,-1,0.0,True
SIM_CH_2,C64_11449_CH_2,1545776009.7,C6_0,99,False,,-1,0.0,True
SIM_CH_2,C64_11455_CH_2,1545776706.5,C6_0,100,False,,-1,0.0,True
SIM_CH_2,C64_11440_CH_2,1545777567.3,C6_0,101,True,SC4-STORM-CH2,0,4.0,True
SIM_CH_2,C64_11435_CH_2,1545778470.6,C6_0,102,True,SC4-STORM-CH2,1,4.0,True
SIM_CH_2,C64_11445_CH_2,1545778584.6,C6_0,103,True,SC4-STORM-CH2,2,4.0,True
SIM_CH_2,C64_11399_CH_2,1545779439.9,C6_0,104,True,SC4-STORM-CH2,3,4.0,True
